country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
PH,,,,515453.19,0.7422745464365249,Geothermal Potential
PH,,,,515453.19,0.053035264,Hydro Potential
PH,,,,515453.19,1144.0928057685642,Natural Gas Extraction
PH,,,,515453.19,807.4953914709355,Crude Oil Extraction
PH,,,,515453.19,0.030119328296531418,Solar Potential
PH,,,,515453.19,0.019685946850114905,Wind Potential
PH,,,,515453.19,386695.67156934325,Light Fuel Oil Imports
PH,,,,515453.19,10058.83330920829,Coal Imports
PH,,,,515453.19,43.184763658140696,Oil Fired Gas Turbine (SCGT)
PH,,,,571728.81,899.9390444149009,Electricity Distribution
PH,,,,571728.81,8168.193074489915,Geothermal Power Plant
PH,,,,571728.81,1165.7565468182756,Gas Power Plant (CCGT)
PH,,,,571728.81,1887.7106406312193,Electricity Transmission
PH,,,,571728.81,5317.905322623566,Solar PV (Utility)
PH,,,,571728.81,0,CSP with Storage
PH,,,,571728.81,5053.340037312566,Large Hydropower Plant (Dam) (>100MW)
PH,,,,571728.81,280.4012999514094,Medium Hydropower Plant (10-100MW)
PH,,,,571728.81,59.68111931722597,Small Hydropower Plant (<10MW)
PH,,,,571728.81,700.3758970887316,Onshore Wind
PH,,,,571728.81,1251.1960856584074,Offshore Wind
PH,,,,571728.81,2641.4186527377055,Utility-scale PV with 2 hour storage
PH,,,,571728.81,844.3735008814916,Onshore Wind power plant with storage
PH,,,,571728.81,0.4647172500588532,Solar PV (Distributed with Storage)
PH,,,,571728.81,50.137168198515994,Off-grid Hydropower
PH,,,,571728.81,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,571728.81,12181.842032410717,Coal Power Plant
PH,,,,571728.81,0,Electric Car
PH,,,,571728.81,938.2181240167799,Gasoline Motorcycle
PH,,,,571728.81,1393.5922130233635,Gasoline Car
PH,,,,571728.81,469.5421765961891,Gasoline Bus + Rail
PH,,,,571728.81,744.9355519053767,Industry Biomass Heating 
PH,,,,571728.81,62.24629563542397,Residential Electric Stove
PH,,,,571728.81,0,Residential Oil Heating
PH,,,,571728.81,0,Commercial Oil Heating
PH,,,,571728.81,2085.227832154487,Industry Coal Heating
PH,,,,571728.81,15166.279352287384,Biomass Power Plant
PH,,,,571728.81,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,571728.81,76.35072815526586,Residential LPG/Kerosene Stove
PH,,,,571728.81,195.94364453357554,Residential Biomass Stove
PH,,,,571728.81,560.4094023688248,Residential Biomass Heating
PH,,,,571728.81,728.6907263863905,Commercial Biomass Heating 
PH,,,,571728.81,0,Industry Natural Gas Heating
PH,,,,571728.81,0,Backstop for TRACMCY
PH,,,,571728.81,0,Backstop for TRACAR
PH,,,,571728.81,14084.139723678472,Biomass Extraction
PH,,,,571728.81,20965.06920668045,Coal Extraction
PH,,,,571728.81,0.7422745464365249,Geothermal Potential
PH,,,,571728.81,0.046346542,Hydro Potential
PH,,,,571728.81,1074.2171605230155,Natural Gas Extraction
PH,,,,571728.81,850.0236754536126,Crude Oil Extraction
PH,,,,571728.81,0.023913247589501557,Solar Potential
PH,,,,571728.81,0.00762215,Wind Potential
PH,,,,571728.81,386463.7550268125,Light Fuel Oil Imports
PH,,,,571728.81,14005.825231931836,Coal Imports
PH,,,,571728.81,45.60810439914756,Oil Fired Gas Turbine (SCGT)
PH,,,,644316.49,881.5389209098687,Electricity Distribution
PH,,,,644316.49,8168.193074489915,Geothermal Power Plant
PH,,,,644316.49,1147.4275531673793,Gas Power Plant (CCGT)
PH,,,,644316.49,1839.4173550939665,Electricity Transmission
PH,,,,644316.49,2378.605116005875,Solar PV (Utility)
PH,,,,644316.49,0,CSP with Storage
PH,,,,644316.49,3499.2949012152385,Large Hydropower Plant (Dam) (>100MW)
PH,,,,644316.49,162.93289703135298,Medium Hydropower Plant (10-100MW)
PH,,,,644316.49,0.6903801509638945,Small Hydropower Plant (<10MW)
PH,,,,644316.49,259.7561389416826,Onshore Wind
PH,,,,644316.49,0,Offshore Wind
PH,,,,644316.49,0,Utility-scale PV with 2 hour storage
PH,,,,644316.49,0,Onshore Wind power plant with storage
PH,,,,644316.49,0.4647172500588532,Solar PV (Distributed with Storage)
PH,,,,644316.49,17.32897417827906,Off-grid Hydropower
PH,,,,644316.49,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,644316.49,14263.415077603673,Coal Power Plant
PH,,,,644316.49,0,Electric Car
PH,,,,644316.49,938.2181240167799,Gasoline Motorcycle
PH,,,,644316.49,1393.5922130233635,Gasoline Car
PH,,,,644316.49,469.5421765961891,Gasoline Bus + Rail
PH,,,,644316.49,744.9355519053767,Industry Biomass Heating 
PH,,,,644316.49,62.246295578115415,Residential Electric Stove
PH,,,,644316.49,0,Residential Oil Heating
PH,,,,644316.49,0,Commercial Oil Heating
PH,,,,644316.49,2085.227832154487,Industry Coal Heating
PH,,,,644316.49,14873.736145269504,Biomass Power Plant
PH,,,,644316.49,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,644316.49,76.35072815526586,Residential LPG/Kerosene Stove
PH,,,,644316.49,195.94364453357554,Residential Biomass Stove
PH,,,,644316.49,560.4094023688248,Residential Biomass Heating
PH,,,,644316.49,728.6907263863905,Commercial Biomass Heating 
PH,,,,644316.49,0,Industry Natural Gas Heating
PH,,,,644316.49,0,Backstop for TRACMCY
PH,,,,644316.49,0,Backstop for TRACAR
PH,,,,644316.49,14006.075535440663,Biomass Extraction
PH,,,,644316.49,21012.03876292773,Coal Extraction
PH,,,,644316.49,0.7422745464365249,Geothermal Potential
PH,,,,644316.49,0.038803097946584854,Hydro Potential
PH,,,,644316.49,969.7922196,Natural Gas Extraction
PH,,,,644316.49,1474.9928988140548,Crude Oil Extraction
PH,,,,644316.49,0.012481656370670774,Solar Potential
PH,,,,644316.49,0.001331802,Wind Potential
PH,,,,644316.49,385723.11450959404,Light Fuel Oil Imports
PH,,,,644316.49,18360.240134919204,Coal Imports
PH,,,,644316.49,0,Oil Fired Gas Turbine (SCGT)
