country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
MY,,,,743,6.38,Biomass Extraction
MY,,,,743,3.71E-05,Geothermal Potential
MY,,,,743,0.000191,Hydro Potential
MY,,,,743,15.9,Natural Gas Extraction
MY,,,,743,73.2,Crude Oil Extraction
MY,,,,743,5.46E-05,Solar Potential
MY,,,,743,2.58E-07,Wind Potential
MY,,,,743,53.1,Coal Imports
MY,,,,743,621,Light Fuel Oil Imports
LA,,,,1.25,0.0116,Electricity Distribution
LA,,,,1.25,0.0244,Electricity Transmission
LA,,,,1.25,7.57,Large Hydropower Plant (Dam) (>100MW)
LA,,,,1.25,0.00214,Onshore Wind
LA,,,,1.25,7.70E-08,Electricity Imports
LA,,,,1.25,4.65E-06,Electricity Exports
LA,,,,1.25,1.01,Coal Power Plant
LA,,,,1.25,0.113,Medium Hydropower Plant (10-100MW)
LA,,,,1.25,0.0131,Small Hydropower Plant (<10MW)
LA,,,,1.25,0.00073,Distributed solar without storage
LA,,,,1.25,0.00131,Off-grid Hydropower
LA,,,,1.25,0.0178,Biomass Power Plant
LA,,,,1.25,0.616,Biomass Extraction
LA,,,,1.25,0.261,Coal Extraction
LA,,,,1.25,0.000129,Hydro Potential
LA,,,,1.25,7.97E-09,Solar Potential
LA,,,,1.25,4.67E-09,Wind Potential
LA,,,,1.25,6.34,Light Fuel Oil Imports
LA,,,,3.07,0.00996,Electricity Distribution
LA,,,,3.07,0.021,Electricity Transmission
LA,,,,3.07,7.3,Large Hydropower Plant (Dam) (>100MW)
LA,,,,3.07,0.0017,Onshore Wind
LA,,,,3.07,7.70E-08,Electricity Imports
LA,,,,3.07,4.62E-06,Electricity Exports
LA,,,,3.07,1.01,Coal Power Plant
LA,,,,3.07,0.113,Medium Hydropower Plant (10-100MW)
LA,,,,3.07,0.0131,Small Hydropower Plant (<10MW)
LA,,,,3.07,0.00073,Distributed solar without storage
LA,,,,3.07,0.00131,Off-grid Hydropower
LA,,,,3.07,0.0178,Biomass Power Plant
LA,,,,3.07,0.653,Biomass Extraction
LA,,,,3.07,0.265,Coal Extraction
LA,,,,3.07,0.000127,Hydro Potential
LA,,,,3.07,7.97E-09,Solar Potential
LA,,,,3.07,3.69E-09,Wind Potential
LA,,,,3.07,6.39,Light Fuel Oil Imports
LA,,,,3.07,0.00996,Electricity Distribution
LA,,,,3.07,0.021,Electricity Transmission
LA,,,,3.07,7.3,Large Hydropower Plant (Dam) (>100MW)
LA,,,,3.07,0.0017,Onshore Wind
LA,,,,3.07,7.70E-08,Electricity Imports
LA,,,,3.07,4.62E-06,Electricity Exports
LA,,,,3.07,1.01,Coal Power Plant
LA,,,,3.07,0.113,Medium Hydropower Plant (10-100MW)
LA,,,,3.07,0.0131,Small Hydropower Plant (<10MW)
LA,,,,3.07,0.00073,Distributed solar without storage
LA,,,,3.07,0.00131,Off-grid Hydropower
LA,,,,3.07,0.0178,Biomass Power Plant
LA,,,,3.07,0.653,Biomass Extraction
LA,,,,3.07,0.265,Coal Extraction
LA,,,,3.07,0.000127,Hydro Potential
LA,,,,3.07,7.97E-09,Solar Potential
LA,,,,3.07,3.69E-09,Wind Potential
LA,,,,3.07,6.39,Light Fuel Oil Imports
LA,,,,3.98,0.00914,Electricity Distribution
LA,,,,3.98,0.0192,Electricity Transmission
LA,,,,3.98,7.17,Large Hydropower Plant (Dam) (>100MW)
LA,,,,3.98,0.00176,Onshore Wind
LA,,,,3.98,7.70E-08,Electricity Imports
LA,,,,3.98,4.60E-06,Electricity Exports
LA,,,,3.98,1.01,Coal Power Plant
LA,,,,3.98,0.113,Medium Hydropower Plant (10-100MW)
LA,,,,3.98,0.0131,Small Hydropower Plant (<10MW)
LA,,,,3.98,0.00073,Distributed solar without storage
LA,,,,3.98,0.00131,Off-grid Hydropower
LA,,,,3.98,0.0178,Biomass Power Plant
LA,,,,3.98,0.67,Biomass Extraction
LA,,,,3.98,0.272,Coal Extraction
LA,,,,3.98,0.000126,Hydro Potential
LA,,,,3.98,7.97E-09,Solar Potential
LA,,,,3.98,3.82E-09,Wind Potential
LA,,,,3.98,6.39,Light Fuel Oil Imports
LA,,,,4.88,0.00841,Electricity Distribution
LA,,,,4.88,0.0177,Electricity Transmission
LA,,,,4.88,7.07,Large Hydropower Plant (Dam) (>100MW)
LA,,,,4.88,0.00184,Onshore Wind
LA,,,,4.88,7.70E-08,Electricity Imports
LA,,,,4.88,4.59E-06,Electricity Exports
LA,,,,4.88,1.01,Coal Power Plant
LA,,,,4.88,0.113,Medium Hydropower Plant (10-100MW)
LA,,,,4.88,0.0131,Small Hydropower Plant (<10MW)
LA,,,,4.88,0.00073,Distributed solar without storage
LA,,,,4.88,0.00131,Off-grid Hydropower
LA,,,,4.88,0.0178,Biomass Power Plant
LA,,,,4.88,0.688,Biomass Extraction
LA,,,,4.88,0.277,Coal Extraction
LA,,,,4.88,0.000125,Hydro Potential
LA,,,,4.88,7.97E-09,Solar Potential
LA,,,,4.88,4.01E-09,Wind Potential
LA,,,,4.88,6.39,Light Fuel Oil Imports
LA,,,,6.19,0.0077,Electricity Distribution
LA,,,,6.19,0.0162,Electricity Transmission
LA,,,,6.19,6.92,Large Hydropower Plant (Dam) (>100MW)
LA,,,,6.19,0.00141,Onshore Wind
LA,,,,6.19,7.70E-08,Electricity Imports
LA,,,,6.19,4.57E-06,Electricity Exports
LA,,,,6.19,1.01,Coal Power Plant
LA,,,,6.19,0.113,Medium Hydropower Plant (10-100MW)
LA,,,,6.19,0.0131,Small Hydropower Plant (<10MW)
LA,,,,6.19,0.00073,Distributed solar without storage
LA,,,,6.19,0.00131,Off-grid Hydropower
LA,,,,6.19,0.0178,Biomass Power Plant
LA,,,,6.19,0.698,Biomass Extraction
LA,,,,6.19,0.302,Coal Extraction
LA,,,,6.19,0.000123,Hydro Potential
LA,,,,6.19,7.97E-09,Solar Potential
LA,,,,6.19,3.08E-09,Wind Potential
LA,,,,6.19,6.39,Light Fuel Oil Imports
LA,,,,7.56,0.00733,Electricity Distribution
LA,,,,7.56,0.0154,Electricity Transmission
LA,,,,7.56,6.8,Large Hydropower Plant (Dam) (>100MW)
LA,,,,7.56,0.00121,Onshore Wind
LA,,,,7.56,7.70E-08,Electricity Imports
LA,,,,7.56,4.56E-06,Electricity Exports
LA,,,,7.56,1.01,Coal Power Plant
LA,,,,7.56,0.113,Medium Hydropower Plant (10-100MW)
LA,,,,7.56,0.0131,Small Hydropower Plant (<10MW)
LA,,,,7.56,0.00073,Distributed solar without storage
LA,,,,7.56,0.00131,Off-grid Hydropower
LA,,,,7.56,0.0178,Biomass Power Plant
LA,,,,7.56,0.709,Biomass Extraction
LA,,,,7.56,0.325,Coal Extraction
LA,,,,7.56,0.000122,Hydro Potential
LA,,,,7.56,7.97E-09,Solar Potential
LA,,,,7.56,2.63E-09,Wind Potential
LA,,,,7.56,6.39,Light Fuel Oil Imports
LA,,,,8.5,0.00699,Electricity Distribution
LA,,,,8.5,0.0147,Electricity Transmission
LA,,,,8.5,6.7,Large Hydropower Plant (Dam) (>100MW)
LA,,,,8.5,0.0016,Onshore Wind
LA,,,,8.5,7.70E-08,Electricity Imports
LA,,,,8.5,4.54E-06,Electricity Exports
LA,,,,8.5,1.01,Coal Power Plant
LA,,,,8.5,0.113,Medium Hydropower Plant (10-100MW)
LA,,,,8.5,0.0131,Small Hydropower Plant (<10MW)
LA,,,,8.5,0.00073,Distributed solar without storage
LA,,,,8.5,0.00131,Off-grid Hydropower
LA,,,,8.5,0.0178,Biomass Power Plant
LA,,,,8.5,0.718,Biomass Extraction
LA,,,,8.5,0.352,Coal Extraction
LA,,,,8.5,0.000121,Hydro Potential
LA,,,,8.5,7.98E-09,Solar Potential
LA,,,,8.5,3.49E-09,Wind Potential
LA,,,,8.5,6.39,Light Fuel Oil Imports
TH,,,,0,3.71,Electricity Distribution
TH,,,,0,0.0134,Geothermal Power Plant
TH,,,,0,10.8,Gas Power Plant (CCGT)
TH,,,,0,7.87,Electricity Transmission
TH,,,,0,28.7,Coal Power Plant
TH,,,,0,16.7,Solar PV (Utility)
TH,,,,0,262,CSP with Storage
TH,,,,0,2.83,Large Hydropower Plant (Dam) (>100MW)
TH,,,,0,0.112,Medium Hydropower Plant (10-100MW)
TH,,,,0,0.585,Small Hydropower Plant (<10MW)
TH,,,,0,32,Onshore Wind
TH,,,,0,22.8,Offshore Wind
TH,,,,0,19.8,Utility-scale PV with 2 hour storage
TH,,,,0,42.5,Onshore Wind power plant with storage
TH,,,,0,5.68E-06,Electricity Imports
TH,,,,0,25.9,Solar PV (Distributed with Storage)
TH,,,,0,0.0715,Off-grid Hydropower
TH,,,,0,4.32E-07,Electricity Exports
TH,,,,0,0.00466,Electric Bus + Rail
TH,,,,0,2.15,Gasoline Motorcycle
TH,,,,0,0.9,Gasoline Car
TH,,,,0,0.528,Gasoline Bus + Rail
TH,,,,0,2.65,Industry Biomass Heating 
TH,,,,0,0.117,Residential Electric Stove
TH,,,,0,0.0503,Residential Oil Heating
TH,,,,0,0.0227,Commercial Oil Heating
TH,,,,0,6.01,Industry Coal Heating
TH,,,,0,1.92,Biomass Power Plant
TH,,,,0,0.133,Residential LPG/Kerosene Stove
TH,,,,0,0.17,Residential Biomass Stove
TH,,,,0,0.548,Residential Biomass Heating
TH,,,,0,0.261,Commercial Biomass Heating 
TH,,,,0,1.68,Industry Natural Gas Heating
TH,,,,0,14,Biomass Extraction
TH,,,,0,43.5,Coal Extraction
TH,,,,0,8.87E-07,Geothermal Potential
TH,,,,0,3.76E-05,Hydro Potential
TH,,,,0,31.1,Natural Gas Extraction
TH,,,,0,12.3,Crude Oil Extraction
TH,,,,0,0.000543,Solar Potential
TH,,,,0,0.00022,Wind Potential
TH,,,,0,3.63,Coal Imports
TH,,,,0,851,Light Fuel Oil Imports
TH,,,,0,0,Oil Fired Gas Turbine (SCGT)
TH,,,,112,3.01,Electricity Distribution
TH,,,,112,0.0134,Geothermal Power Plant
TH,,,,112,18.9,Gas Power Plant (CCGT)
TH,,,,112,6.44,Electricity Transmission
TH,,,,112,21.8,Coal Power Plant
TH,,,,112,16.9,Solar PV (Utility)
TH,,,,112,162,CSP with Storage
TH,,,,112,2.87,Large Hydropower Plant (Dam) (>100MW)
TH,,,,112,0.118,Medium Hydropower Plant (10-100MW)
TH,,,,112,0.585,Small Hydropower Plant (<10MW)
TH,,,,112,26.4,Onshore Wind
TH,,,,112,21,Offshore Wind
TH,,,,112,19.8,Utility-scale PV with 2 hour storage
TH,,,,112,38.9,Onshore Wind power plant with storage
TH,,,,112,5.68E-06,Electricity Imports
TH,,,,112,23.9,Solar PV (Distributed with Storage)
TH,,,,112,0.0865,Off-grid Hydropower
TH,,,,112,4.78E-07,Electricity Exports
TH,,,,112,0,Electric Bus + Rail
TH,,,,112,2.15,Gasoline Motorcycle
TH,,,,112,1.12,Gasoline Car
TH,,,,112,0.552,Gasoline Bus + Rail
TH,,,,112,2.75,Industry Biomass Heating 
TH,,,,112,0.117,Residential Electric Stove
TH,,,,112,0.0465,Residential Oil Heating
TH,,,,112,0.0226,Commercial Oil Heating
TH,,,,112,6.97,Industry Coal Heating
TH,,,,112,1.92,Biomass Power Plant
TH,,,,112,0.133,Residential LPG/Kerosene Stove
TH,,,,112,0.17,Residential Biomass Stove
TH,,,,112,0.557,Residential Biomass Heating
TH,,,,112,0.266,Commercial Biomass Heating 
TH,,,,112,1.45,Industry Natural Gas Heating
TH,,,,112,14.5,Biomass Extraction
TH,,,,112,41.3,Coal Extraction
TH,,,,112,8.92E-07,Geothermal Potential
TH,,,,112,3.78E-05,Hydro Potential
TH,,,,112,33.9,Natural Gas Extraction
TH,,,,112,12.3,Crude Oil Extraction
TH,,,,112,0.000411,Solar Potential
TH,,,,112,0.00021,Wind Potential
TH,,,,112,2.69,Coal Imports
TH,,,,112,861,Light Fuel Oil Imports
TH,,,,112,0,Oil Fired Gas Turbine (SCGT)
TH,,,,224,2.45,Electricity Distribution
TH,,,,224,0.0134,Geothermal Power Plant
TH,,,,224,18.7,Gas Power Plant (CCGT)
TH,,,,224,5.25,Electricity Transmission
TH,,,,224,23.8,Coal Power Plant
TH,,,,224,16.9,Solar PV (Utility)
TH,,,,224,89.1,CSP with Storage
TH,,,,224,2.87,Large Hydropower Plant (Dam) (>100MW)
TH,,,,224,0.115,Medium Hydropower Plant (10-100MW)
TH,,,,224,0.585,Small Hydropower Plant (<10MW)
TH,,,,224,24.8,Onshore Wind
TH,,,,224,20.7,Offshore Wind
TH,,,,224,19.7,Utility-scale PV with 2 hour storage
TH,,,,224,34.5,Onshore Wind power plant with storage
TH,,,,224,5.69E-06,Electricity Imports
TH,,,,224,22.6,Solar PV (Distributed with Storage)
TH,,,,224,0.0865,Off-grid Hydropower
TH,,,,224,5.03E-07,Electricity Exports
TH,,,,224,0,Electric Bus + Rail
TH,,,,224,2.15,Gasoline Motorcycle
TH,,,,224,1.37,Gasoline Car
TH,,,,224,0.672,Gasoline Bus + Rail
TH,,,,224,2.82,Industry Biomass Heating 
TH,,,,224,0.117,Residential Electric Stove
TH,,,,224,0.0438,Residential Oil Heating
TH,,,,224,0.0216,Commercial Oil Heating
TH,,,,224,7.67,Industry Coal Heating
TH,,,,224,1.92,Biomass Power Plant
TH,,,,224,0.133,Residential LPG/Kerosene Stove
TH,,,,224,0.172,Residential Biomass Stove
TH,,,,224,0.578,Residential Biomass Heating
TH,,,,224,0.276,Commercial Biomass Heating 
TH,,,,224,1.03,Industry Natural Gas Heating
TH,,,,224,15,Biomass Extraction
TH,,,,224,42,Coal Extraction
TH,,,,224,8.92E-07,Geothermal Potential
TH,,,,224,3.78E-05,Hydro Potential
TH,,,,224,34,Natural Gas Extraction
TH,,,,224,12.3,Crude Oil Extraction
TH,,,,224,0.000311,Solar Potential
TH,,,,224,0.000198,Wind Potential
TH,,,,224,6.95,Coal Imports
TH,,,,224,871,Light Fuel Oil Imports
TH,,,,224,0,Oil Fired Gas Turbine (SCGT)
TH,,,,336,2.08,Electricity Distribution
TH,,,,336,0.0134,Geothermal Power Plant
TH,,,,336,15.7,Gas Power Plant (CCGT)
TH,,,,336,4.47,Electricity Transmission
TH,,,,336,28.8,Coal Power Plant
TH,,,,336,16.9,Solar PV (Utility)
TH,,,,336,40.1,CSP with Storage
TH,,,,336,2.87,Large Hydropower Plant (Dam) (>100MW)
TH,,,,336,0.112,Medium Hydropower Plant (10-100MW)
TH,,,,336,0.531,Small Hydropower Plant (<10MW)
TH,,,,336,23,Onshore Wind
TH,,,,336,20.3,Offshore Wind
TH,,,,336,17.7,Utility-scale PV with 2 hour storage
TH,,,,336,29.6,Onshore Wind power plant with storage
TH,,,,336,5.72E-06,Electricity Imports
TH,,,,336,22.1,Solar PV (Distributed with Storage)
TH,,,,336,0.0865,Off-grid Hydropower
TH,,,,336,4.85E-07,Electricity Exports
TH,,,,336,0,Electric Bus + Rail
TH,,,,336,2.15,Gasoline Motorcycle
TH,,,,336,1.6,Gasoline Car
TH,,,,336,0.88,Gasoline Bus + Rail
TH,,,,336,2.86,Industry Biomass Heating 
TH,,,,336,0.116,Residential Electric Stove
TH,,,,336,0.0382,Residential Oil Heating
TH,,,,336,0.0186,Commercial Oil Heating
TH,,,,336,7.81,Industry Coal Heating
TH,,,,336,4.03,Biomass Power Plant
TH,,,,336,0.133,Residential LPG/Kerosene Stove
TH,,,,336,0.179,Residential Biomass Stove
TH,,,,336,0.587,Residential Biomass Heating
TH,,,,336,0.282,Commercial Biomass Heating 
TH,,,,336,0.824,Industry Natural Gas Heating
TH,,,,336,16.2,Biomass Extraction
TH,,,,336,43.6,Coal Extraction
TH,,,,336,8.92E-07,Geothermal Potential
TH,,,,336,3.77E-05,Hydro Potential
TH,,,,336,30.5,Natural Gas Extraction
TH,,,,336,12.3,Crude Oil Extraction
TH,,,,336,0.000246,Solar Potential
TH,,,,336,0.000182,Wind Potential
TH,,,,336,12.5,Coal Imports
TH,,,,336,880,Light Fuel Oil Imports
TH,,,,336,0,Oil Fired Gas Turbine (SCGT)
TH,,,,448,1.93,Electricity Distribution
TH,,,,448,0.0134,Geothermal Power Plant
TH,,,,448,14,Gas Power Plant (CCGT)
TH,,,,448,4.15,Electricity Transmission
TH,,,,448,25.8,Coal Power Plant
TH,,,,448,16.6,Solar PV (Utility)
TH,,,,448,2.72,CSP with Storage
TH,,,,448,2.79,Large Hydropower Plant (Dam) (>100MW)
TH,,,,448,0.112,Medium Hydropower Plant (10-100MW)
TH,,,,448,0.531,Small Hydropower Plant (<10MW)
TH,,,,448,20.4,Onshore Wind
TH,,,,448,17.4,Offshore Wind
TH,,,,448,16.9,Utility-scale PV with 2 hour storage
TH,,,,448,25.6,Onshore Wind power plant with storage
TH,,,,448,5.71E-06,Electricity Imports
TH,,,,448,22,Solar PV (Distributed with Storage)
TH,,,,448,0.0786,Off-grid Hydropower
TH,,,,448,4.41E-07,Electricity Exports
TH,,,,448,0,Electric Bus + Rail
TH,,,,448,2.15,Gasoline Motorcycle
TH,,,,448,1.9,Gasoline Car
TH,,,,448,1.06,Gasoline Bus + Rail
TH,,,,448,2.89,Industry Biomass Heating 
TH,,,,448,0.116,Residential Electric Stove
TH,,,,448,0.0236,Residential Oil Heating
TH,,,,448,0.0112,Commercial Oil Heating
TH,,,,448,7.81,Industry Coal Heating
TH,,,,448,16,Biomass Power Plant
TH,,,,448,0.133,Residential LPG/Kerosene Stove
TH,,,,448,0.18,Residential Biomass Stove
TH,,,,448,0.593,Residential Biomass Heating
TH,,,,448,0.284,Commercial Biomass Heating 
TH,,,,448,0.668,Industry Natural Gas Heating
TH,,,,448,19.1,Biomass Extraction
TH,,,,448,42.7,Coal Extraction
TH,,,,448,8.92E-07,Geothermal Potential
TH,,,,448,3.73E-05,Hydro Potential
TH,,,,448,29.8,Natural Gas Extraction
TH,,,,448,12.3,Crude Oil Extraction
TH,,,,448,0.000195,Solar Potential
TH,,,,448,0.000159,Wind Potential
TH,,,,448,12.1,Coal Imports
TH,,,,448,887,Light Fuel Oil Imports
TH,,,,448,0,Oil Fired Gas Turbine (SCGT)
TH,,,,560,1.84,Electricity Distribution
TH,,,,560,0.0134,Geothermal Power Plant
TH,,,,560,10.3,Gas Power Plant (CCGT)
TH,,,,560,3.98,Electricity Transmission
TH,,,,560,21.8,Coal Power Plant
TH,,,,560,16,Solar PV (Utility)
TH,,,,560,0.00618,CSP with Storage
TH,,,,560,2.79,Large Hydropower Plant (Dam) (>100MW)
TH,,,,560,0.109,Medium Hydropower Plant (10-100MW)
TH,,,,560,0.531,Small Hydropower Plant (<10MW)
TH,,,,560,18,Onshore Wind
TH,,,,560,14.8,Offshore Wind
TH,,,,560,15.4,Utility-scale PV with 2 hour storage
TH,,,,560,20,Onshore Wind power plant with storage
TH,,,,560,5.73E-06,Electricity Imports
TH,,,,560,21.1,Solar PV (Distributed with Storage)
TH,,,,560,0.0786,Off-grid Hydropower
TH,,,,560,4.54E-07,Electricity Exports
TH,,,,560,0,Electric Bus + Rail
TH,,,,560,2.15,Gasoline Motorcycle
TH,,,,560,2.71,Gasoline Car
TH,,,,560,1.14,Gasoline Bus + Rail
TH,,,,560,2.89,Industry Biomass Heating 
TH,,,,560,0.116,Residential Electric Stove
TH,,,,560,0.0011,Residential Oil Heating
TH,,,,560,0,Commercial Oil Heating
TH,,,,560,7.99,Industry Coal Heating
TH,,,,560,31.9,Biomass Power Plant
TH,,,,560,0.133,Residential LPG/Kerosene Stove
TH,,,,560,0.182,Residential Biomass Stove
TH,,,,560,0.607,Residential Biomass Heating
TH,,,,560,0.291,Commercial Biomass Heating 
TH,,,,560,0.237,Industry Natural Gas Heating
TH,,,,560,22.7,Biomass Extraction
TH,,,,560,41.3,Coal Extraction
TH,,,,560,8.92E-07,Geothermal Potential
TH,,,,560,3.73E-05,Hydro Potential
TH,,,,560,29.2,Natural Gas Extraction
TH,,,,560,12.3,Crude Oil Extraction
TH,,,,560,0.000186,Solar Potential
TH,,,,560,0.000133,Wind Potential
TH,,,,560,11.4,Coal Imports
TH,,,,560,901,Light Fuel Oil Imports
TH,,,,560,0,Oil Fired Gas Turbine (SCGT)
TH,,,,672,1.81,Electricity Distribution
TH,,,,672,0.0134,Geothermal Power Plant
TH,,,,672,10.3,Gas Power Plant (CCGT)
TH,,,,672,3.91,Electricity Transmission
TH,,,,672,23.2,Coal Power Plant
TH,,,,672,15.7,Solar PV (Utility)
TH,,,,672,0.00618,CSP with Storage
TH,,,,672,2.55,Large Hydropower Plant (Dam) (>100MW)
TH,,,,672,0.107,Medium Hydropower Plant (10-100MW)
TH,,,,672,0.294,Small Hydropower Plant (<10MW)
TH,,,,672,15.8,Onshore Wind
TH,,,,672,8.82,Offshore Wind
TH,,,,672,14,Utility-scale PV with 2 hour storage
TH,,,,672,9.49,Onshore Wind power plant with storage
TH,,,,672,5.72E-06,Electricity Imports
TH,,,,672,19,Solar PV (Distributed with Storage)
TH,,,,672,0.0715,Off-grid Hydropower
TH,,,,672,4.39E-07,Electricity Exports
TH,,,,672,0,Electric Bus + Rail
TH,,,,672,2.15,Gasoline Motorcycle
TH,,,,672,2.89,Gasoline Car
TH,,,,672,1.14,Gasoline Bus + Rail
TH,,,,672,2.89,Industry Biomass Heating 
TH,,,,672,0.114,Residential Electric Stove
TH,,,,672,0,Residential Oil Heating
TH,,,,672,0,Commercial Oil Heating
TH,,,,672,8.1,Industry Coal Heating
TH,,,,672,36.3,Biomass Power Plant
TH,,,,672,0.133,Residential LPG/Kerosene Stove
TH,,,,672,0.183,Residential Biomass Stove
TH,,,,672,0.608,Residential Biomass Heating
TH,,,,672,0.291,Commercial Biomass Heating 
TH,,,,672,0,Industry Natural Gas Heating
TH,,,,672,24.2,Biomass Extraction
TH,,,,672,41.7,Coal Extraction
TH,,,,672,8.92E-07,Geothermal Potential
TH,,,,672,3.56E-05,Hydro Potential
TH,,,,672,28.1,Natural Gas Extraction
TH,,,,672,7.62,Crude Oil Extraction
TH,,,,672,0.00018,Solar Potential
TH,,,,672,8.76E-05,Wind Potential
TH,,,,672,14.6,Coal Imports
TH,,,,672,907,Light Fuel Oil Imports
TH,,,,672,0.424,Oil Fired Gas Turbine (SCGT)
TH,,,,784,1.8,Electricity Distribution
TH,,,,784,0.0134,Geothermal Power Plant
TH,,,,784,9.68,Gas Power Plant (CCGT)
TH,,,,784,3.88,Electricity Transmission
TH,,,,784,26.6,Coal Power Plant
TH,,,,784,15.7,Solar PV (Utility)
TH,,,,784,0.00618,CSP with Storage
TH,,,,784,2.5,Large Hydropower Plant (Dam) (>100MW)
TH,,,,784,0.105,Medium Hydropower Plant (10-100MW)
TH,,,,784,0.22,Small Hydropower Plant (<10MW)
TH,,,,784,12.3,Onshore Wind
TH,,,,784,6.08,Offshore Wind
TH,,,,784,12.6,Utility-scale PV with 2 hour storage
TH,,,,784,0.806,Onshore Wind power plant with storage
TH,,,,784,5.76E-06,Electricity Imports
TH,,,,784,16.9,Solar PV (Distributed with Storage)
TH,,,,784,0.065,Off-grid Hydropower
TH,,,,784,3.86E-07,Electricity Exports
TH,,,,784,0,Electric Bus + Rail
TH,,,,784,2.15,Gasoline Motorcycle
TH,,,,784,2.96,Gasoline Car
TH,,,,784,1.14,Gasoline Bus + Rail
TH,,,,784,2.89,Industry Biomass Heating 
TH,,,,784,0.113,Residential Electric Stove
TH,,,,784,0,Residential Oil Heating
TH,,,,784,0,Commercial Oil Heating
TH,,,,784,8.1,Industry Coal Heating
TH,,,,784,37.5,Biomass Power Plant
TH,,,,784,0.133,Residential LPG/Kerosene Stove
TH,,,,784,0.183,Residential Biomass Stove
TH,,,,784,0.608,Residential Biomass Heating
TH,,,,784,0.291,Commercial Biomass Heating 
TH,,,,784,0,Industry Natural Gas Heating
TH,,,,784,24.6,Biomass Extraction
TH,,,,784,42.4,Coal Extraction
TH,,,,784,8.92E-07,Geothermal Potential
TH,,,,784,3.51E-05,Hydro Potential
TH,,,,784,26.3,Natural Gas Extraction
TH,,,,784,7.32,Crude Oil Extraction
TH,,,,784,0.000172,Solar Potential
TH,,,,784,5.02E-05,Wind Potential
TH,,,,784,20.2,Coal Imports
TH,,,,784,908,Light Fuel Oil Imports
TH,,,,784,0.4,Oil Fired Gas Turbine (SCGT)
TH,,,,896,1.81,Electricity Distribution
TH,,,,896,0.0134,Geothermal Power Plant
TH,,,,896,9.16,Gas Power Plant (CCGT)
TH,,,,896,3.92,Electricity Transmission
TH,,,,896,28.7,Coal Power Plant
TH,,,,896,15.6,Solar PV (Utility)
TH,,,,896,0.00618,CSP with Storage
TH,,,,896,2.5,Large Hydropower Plant (Dam) (>100MW)
TH,,,,896,0.105,Medium Hydropower Plant (10-100MW)
TH,,,,896,0.15,Small Hydropower Plant (<10MW)
TH,,,,896,1.71,Onshore Wind
TH,,,,896,5.54,Offshore Wind
TH,,,,896,12.2,Utility-scale PV with 2 hour storage
TH,,,,896,0.136,Onshore Wind power plant with storage
TH,,,,896,5.76E-06,Electricity Imports
TH,,,,896,13.2,Solar PV (Distributed with Storage)
TH,,,,896,0.0202,Off-grid Hydropower
TH,,,,896,3.36E-07,Electricity Exports
TH,,,,896,0,Electric Bus + Rail
TH,,,,896,2.15,Gasoline Motorcycle
TH,,,,896,3.01,Gasoline Car
TH,,,,896,1.14,Gasoline Bus + Rail
TH,,,,896,2.89,Industry Biomass Heating 
TH,,,,896,0.11,Residential Electric Stove
TH,,,,896,0,Residential Oil Heating
TH,,,,896,0,Commercial Oil Heating
TH,,,,896,8.1,Industry Coal Heating
TH,,,,896,40.8,Biomass Power Plant
TH,,,,896,0.133,Residential LPG/Kerosene Stove
TH,,,,896,0.183,Residential Biomass Stove
TH,,,,896,0.608,Residential Biomass Heating
TH,,,,896,0.291,Commercial Biomass Heating 
TH,,,,896,0,Industry Natural Gas Heating
TH,,,,896,25.4,Biomass Extraction
TH,,,,896,42.7,Coal Extraction
TH,,,,896,8.92E-07,Geothermal Potential
TH,,,,896,3.48E-05,Hydro Potential
TH,,,,896,25.2,Natural Gas Extraction
TH,,,,896,7.15,Crude Oil Extraction
TH,,,,896,0.000159,Solar Potential
TH,,,,896,2.00E-05,Wind Potential
TH,,,,896,24,Coal Imports
TH,,,,896,909,Light Fuel Oil Imports
TH,,,,896,0.386,Oil Fired Gas Turbine (SCGT)
TH,,,,1010,1.91,Electricity Distribution
TH,,,,1010,0.0134,Geothermal Power Plant
TH,,,,1010,8.41,Gas Power Plant (CCGT)
TH,,,,1010,4.13,Electricity Transmission
TH,,,,1010,33.1,Coal Power Plant
TH,,,,1010,15.5,Solar PV (Utility)
TH,,,,1010,0.00618,CSP with Storage
TH,,,,1010,2.18,Large Hydropower Plant (Dam) (>100MW)
TH,,,,1010,0.092,Medium Hydropower Plant (10-100MW)
TH,,,,1010,0.0463,Small Hydropower Plant (<10MW)
TH,,,,1010,0.364,Onshore Wind
TH,,,,1010,1.91,Offshore Wind
TH,,,,1010,11,Utility-scale PV with 2 hour storage
TH,,,,1010,0,Onshore Wind power plant with storage
TH,,,,1010,5.71E-06,Electricity Imports
TH,,,,1010,7.57,Solar PV (Distributed with Storage)
TH,,,,1010,0.0137,Off-grid Hydropower
TH,,,,1010,3.63E-07,Electricity Exports
TH,,,,1010,0,Electric Bus + Rail
TH,,,,1010,2.15,Gasoline Motorcycle
TH,,,,1010,3.01,Gasoline Car
TH,,,,1010,1.14,Gasoline Bus + Rail
TH,,,,1010,2.89,Industry Biomass Heating 
TH,,,,1010,0.106,Residential Electric Stove
TH,,,,1010,0,Residential Oil Heating
TH,,,,1010,0,Commercial Oil Heating
TH,,,,1010,8.1,Industry Coal Heating
TH,,,,1010,40.4,Biomass Power Plant
TH,,,,1010,0.133,Residential LPG/Kerosene Stove
